[1.0, 4.0, 0.2, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 10.0]
[1.0, 4.0, 0.2, 2.0, 5.800000000000001, 4.0, 5.800000000000001, 4.0, 4.0, 20.0]
[1.0, 4.0, 0.2, 3.0, 11.400000000000002, 6.0, 11.400000000000002, 6.0, 6.0, 30.0]
[1.0, 4.0, 0.2, 4.0, 18.800000000000004, 8.0, 18.800000000000004, 8.0, 8.0, 40.0]
[1.0, 4.0, 0.2, 5.0, 28.000000000000007, 10.0, 28.000000000000007, 10.0, 10.0, 50.0]
[1.0, 4.0, 0.2, 6.0, 38.00000000000001, 13.0, 37.2, 13.0, 13.0, 65.0]
[1.0, 4.0, 0.2, 7.0, 48.00000000000001, 16.0, 46.39999999999999, 16.0, 16.0, 80.0]
[1.0, 4.0, 0.2, 8.0, 58.00000000000001, 19.0, 55.6, 19.0, 19.0, 95.0]
[1.0, 4.0, 0.2, 9.0, 68.0, 22.0, 64.8, 22.0, 22.0, 110.0]
[1.0, 4.0, 0.2, 10.0, 78.2, 25.0, 75.0, 25.0, 25.0, 125.0]
[1.0, 4.0, 0.2, 11.0, 90.2, 29.0, 86.0, 29.0, 29.0, 145.0]
[1.0, 4.0, 0.2, 12.0, 104.0, 33.0, 97.0, 33.0, 33.0, 165.0]
[1.0, 4.0, 0.2, 13.0, 117.0, 37.0, 107.0, 37.0, 37.0, 185.0]
[1.0, 4.0, 0.2, 14.0, 130.0, 41.0, 117.0, 41.0, 41.0, 205.0]
[1.0, 4.0, 0.2, 15.0, 143.0, 45.0, 127.0, 45.0, 45.0, 225.0]
[2.0, 3.0, 0.2, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 10.0]
[2.0, 3.0, 0.2, 2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 20.0]
[2.0, 3.0, 0.2, 3.0, 7.6, 6.0, 7.6, 6.0, 6.0, 30.0]
[2.0, 3.0, 0.2, 4.0, 11.2, 8.0, 11.2, 8.0, 8.0, 40.0]
[2.0, 3.0, 0.2, 5.0, 16.4, 10.0, 16.4, 10.0, 10.0, 50.0]
[2.0, 3.0, 0.2, 6.0, 21.599999999999998, 13.0, 21.599999999999998, 13.0, 13.0, 65.0]
[2.0, 3.0, 0.2, 7.0, 28.4, 16.0, 28.4, 16.0, 16.0, 80.0]
[2.0, 3.0, 0.2, 8.0, 35.2, 19.0, 35.2, 19.0, 19.0, 95.0]
[2.0, 3.0, 0.2, 9.0, 43.6, 22.0, 43.6, 22.0, 22.0, 110.0]
[2.0, 3.0, 0.2, 10.0, 52.0, 25.0, 52.0, 25.0, 25.0, 125.0]
[2.0, 3.0, 0.2, 11.0, 62.0, 29.0, 60.400000000000006, 29.0, 29.0, 145.0]
[2.0, 3.0, 0.2, 12.0, 72.0, 33.0, 68.8, 33.0, 33.0, 165.0]
[2.0, 3.0, 0.2, 13.0, 82.0, 37.0, 77.2, 37.0, 37.0, 185.0]
[2.0, 3.0, 0.2, 14.0, 92.0, 41.0, 86.60000000000001, 41.0, 41.0, 205.0]
[2.0, 3.0, 0.2, 15.0, 102.0, 45.0, 96.00000000000001, 45.0, 45.0, 225.0]
[3.0, 2.0, 0.2, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 10.0]
[3.0, 2.0, 0.2, 2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 20.0]
[3.0, 2.0, 0.2, 3.0, 6.0, 6.0, 6.0, 6.0, 6.0, 30.0]
[3.0, 2.0, 0.2, 4.0, 9.4, 8.0, 9.4, 8.0, 8.0, 40.0]
